Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,1.200000048,,,,,,,,,,3.099999905,,,,,3.713700056,,,,,,2.496900082,,,,,,,,2.25090003,,,,,
European Union,EUU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.446768928,8.873292934,9.514164766,9.606799017,10.41950417,10.81745243,10.20633735,9.382520157,8.537959133,7.61198663,
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,2.829999924,1.889999986,2.25999999,2.420000076,2.450000048,1.610000014,2.079999924,3.75,6.090000153,7.230000019,6.199999809,4.860000134,5.039999962,5.28000021,5.429999828,5.119999886,4.730000019,5.320000172,5.070000172,4.46999979,3.140000105,3.069000006,6.502999783,11.59500027,16.20100021,16.4260006,,15.57180023,14.96749973,13.21450043,11.69330025,,10.29049969,10.42269993,10.46930027,10.35779953,8.383600235,7.718900204,6.854000092,6.368599892,8.249500275,8.394399643,7.781000137,7.689099789,8.193400383,8.663000107,9.375900269,8.818400383,8.640199661,
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,6.059999943,,,,,,,,,5.929999828,5.349999905,5.880000114,5.699999809,5.400000095,5.78000021,,,,,,,8.220000267,4.699999809,3.885999918,,,8.93999958,8.720000267,8.909999847,4.405499935,9,,6.170000076,,4.319499969,,
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,2.420000076,2.670000076,2.769999981,2.690000057,2.859999895,4.079999924,4.46999979,5.010000229,5.269999981,6.03000021,6.420000076,7.539999962,8.199999809,7.919499874,9.532899857,10.25839996,10.23159981,10.7361002,10.18379974,9.622300148,,9.13409996,10.2052002,11.32129955,12.59280014,11.8355999,12.36730003,12.56620026,12.07489967,11.98079967,10.21720028,8.6104002,8.701700211,8.306500435,8.913599968,8.493499756,8.447799683,7.656700134,7.063399792,8.736300468,8.871299744,8.81099987,9.40019989,9.920599937,10.29220009,10.3593998,10.05679989,9.397199631,
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.170000076,4,,3.849999905,3.700000048,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.862500191,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.78000069,,,,,,,,,,,,16.90999985,,,,,20.38999939,,,,,,,,
United Kingdom,GBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,3.299999952,3.700000048,2.599999905,2.599999905,4,5.5,5.800000191,5.699999809,5.300000191,6.800000191,10.39999962,10.89999962,,,,,,,,,,,,,,,,,,,,,,,,,,5.614999771,7.53730011,7.786600113,8.037400246,7.885300159,7.525100231,6.110499859,5.301199913,4.813199997,4.334799767,
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.400000095,5,,,,,,11.51000023,12.61999989,13.81000042,13.56999969,13.27999973,17.87000084,20.71019936,20.20269966,19.63170052,19.65309906,19.41580009,17.43849945,16.50589943,16.60390091,13.93889999,
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809,,,,,,8.199999809,10.10000038,10.35999966,,,,,,4.635300159,,,,5.320000172,,,2.172899961,,6.806200027,,,
Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.440000057,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.548799992,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.417300224,,,,,,
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,3.420000076,4.940000057,7.809800148,8.099900246,7.801300049,7.359000206,7.355800152,7.651299953,7.458499908,7.024099827,,7.842899799,8.612999916,8.862799644,9.062000275,9.655099869,9.577199936,10.83940029,11.85280037,11.24779987,,9.974599838,9.412099838,10.31070042,9.993800163,9.007699966,8.396499634,7.759699821,9.61590004,12.71310043,17.86470032,24.43930054,27.46619987,26.49139977,24.89710045,23.53910065,21.48760033,
Grenada,GRD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90999985,,,26.93000031,,16.88999939,,15.23999977,,,,,,,,,,,,,,,24.20000076,24.5,22.89999962,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92000008,10.07999992,11.56000042,9.029999733,11.02000046,9.529999733,8.819999695,10.30000019,10.43999958,9.25,8.399999619,,,,7.800000191,9.399999619,9.800000191,10.10000038,10.30000019,9.100000381,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,2.150000095,2.269999981,,,,,2.400000095,,1.940000057,,,,,,,,,,,,,,2.806799889,2.970799923,,,,,,3.496599913,4.126200199,2.764699936,3.016499996,2.716700077,2.506200075,2.582999945,2.461999893,
Guam,GUM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,9.600000381,8.210000038,8.789999962,,,,,8.699999809,9.600000381,9.25,,,6.28000021,,,2.809999943,2.831199884,3.50909996,3.837300062,5.527200222,7.599999905,7.900000095,8.282699585,9.670000076,7.739999771,13.94999981,,13.21259975,11.39000034,,7.699999809,7,7.400000095,8.300000191,,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,,
Guyana,GUY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09000015,,,,,11.89999962,,,,,,,,,,11.81000042,,,,10.69999981,,,,,,,,,,,12.04450035,
High income,HIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.143257883,,,,6.192282796,6.562602707,6.58428473,6.196533994,6.378721734,6.431921514,7.001885359,6.733077722,6.361731301,5.712287588,5.28385042,5.565704421,7.991917152,8.327872995,8.038173277,8.034017966,8.032369897,7.368152814,6.730074881,6.18331439,5.665849774,
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,9.170000076,5,4.300000191,1.590000033,2.089999914,2.400000095,1.529999971,1.850000024,2.109999895,1.919999957,3.180000067,2.819999933,1.730000019,1.360000014,1.070000052,1.25,1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.309999943,3.420000076,3.289999962,3.400000095,3.299999952,3.319999933,3.390000105,3.089999914,
Honduras,HND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,8.100000381,,,,,,,,7.300000191,,,,12.11999989,11.39999962,,,4.78000021,4.579999924,3.059999943,,,3.24000001,4.369999886,3.319999933,4.019999981,3.849999905,,4,4.019999981,5.300000191,5.989999771,4.908699989,3.574500084,3.210500002,3.156399965,3.291699886,4.118700027,4.474500179,3.754499912,4.096000195,5.48789978,4.591599941,4.668200016,4.047999859,
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14000034,,,,,9.680000305,9.710000038,11.39179993,13.55889988,16.06369972,,15.05259991,13.92380047,13.66399956,12.59780025,11.12959957,9.90929985,8.53030014,9.2020998,11.62030029,13.67800045,15.93459988,17.25110054,17.28969955,16.17519951,13.10340023,11.20810032,
Haiti,HTI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,12.19999981,,,,,,,11.25,,,,,,,,,7.199999809,,,,,,,,16.79999924,,,,,14.10000038,,,,,,
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.700000048,8.5,,,,,,,,,6.563099861,5.671299934,5.608200073,,5.832099915,7.188499928,7.493899822,7.405900002,7.816999912,10.03040028,11.1718998,11.02910042,11.00300026,10.17650032,7.725299835,6.813199997,5.114900112,4.155700207,
IBRD only,IBD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.072832021,,4.977391509,5.182883452,5.590582216,5.842956397,4.96085725,5.974217249,6.393248932,6.402515213,6.279846458,5.557707451,,5.759712088,5.611076822,5.905407474,4.765595679,5.418313897,4.638746836,,,,,,
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.056469521,,,,,,4.984094715,,,,,5.454220906,,,,,4.667858653,,4.667932125,,,,,,
IDA total,IDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.660847607,,3.508388938,3.662687763,4.096367642,,,
Indonesia,IDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,1.919999957,1.289999962,2.480000019,,1.659999967,,2.849999905,,,2.099999905,2.589999914,2.549999952,2.74000001,,2.50999999,2.539999962,2.670000076,,,,4.369999886,4.679999828,5.460000038,6.300000191,6.077499866,6.08220005,6.604000092,6.65749979,7.302800179,7.9447999,7.550600052,8.060199738,7.208499908,6.105899811,5.613500118,5.15320015,4.468200207,4.335800171,4.048600197,4.513999939,4.300700188,4.184800148,
IDA only,IDX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,3.099999905,3.5,3.700000048,3.099999905,2.299999952,2.900000095,4.599999905,5.900000095,7.099999905,7.400000095,8,7.699999809,5.800000191,3.299999952,2,2.099999905,,4.300000191,4.900000095,4.699999809,4.400000095,,,,0.800000012,0.600000024,,0.5,0.800000012,1,1.399999976,,1.399999976,1.399999976,,,3.299999952,,2.598130465,1.980000019,,2.667321205,,
India,IND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.590899944,,,,,,2.730600119,,,,,3.101999998,,,,,2.443599939,,2.689800024,,,,,,
Not classified,INX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,14.7638998,16.4477005,17.92259979,18.02560043,18.06669998,17.43600082,16.09679985,14.08870029,15.77519989,15.03030014,15.58699989,14.56980038,11.98349953,11.71749973,10.20300007,7.698699951,5.80369997,4.317699909,3.683399916,4.215400219,4.478099823,4.490699768,4.342400074,4.414599895,4.980100155,6.773600101,12.60900021,14.53289986,15.35280037,15.45259953,13.7446003,11.85610008,9.903599739,8.366499901,6.710499763,
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19999981,,,,,11.10000038,,,,,9.100000381,,,,,,12.80000019,,10.30000019,12.10000038,11.19999981,10.60000038,10.47999954,11.97000027,13.52000046,12.44999981,12.63000011,10.43999958,10.56999969,11.06000042,12.43000031,12.10000038,
Iraq,IRQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.649000168,,,,,7.964700222,,10.59000015,,10.81999969,13.02000046,
Iceland,ISL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.548000097,4.304999828,5.256999969,5.326000214,5.195600033,3.600399971,3.720299959,3.069400072,2.178100109,1.936400056,1.873600006,2.988199949,3.997100115,4.030799866,2.546999931,2.829799891,2.2506001,2.945600033,7.220399857,7.56430006,7.028100014,6.000199795,5.376399994,4.897200108,3.979199886,2.977900028,2.741899967,
Israel,ISR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,4.46999979,3.819999933,3.460000038,2.700000048,2.640000105,3.049999952,,3.470000029,,3.420000076,2.779999971,4.590000153,4.920000076,4.809999943,4.320000172,5.690000057,6.329999924,,,,,12.24100018,13.38700008,14.07999992,12.74100018,9.934000015,8.781999588,8.454999924,9.751000404,10.7489996,11.18299961,11.10200024,11.81200027,12.88799953,13.50500011,13.02900028,11.34200001,10.70699978,9.37899971,7.703999996,9.534000397,8.479999542,7.138999939,6.856999874,6.208000183,5.889999866,5.250999928,4.797999859,4.215000153,
Italy,ITA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,5.440000057,5.440000057,6.389999866,6.369999886,5.380000114,5.820000172,6.639999866,,7.239999771,7.639999866,7.53000021,,9.029999733,8.569999695,9.409399986,9.406499863,10.55449963,10.72249985,10.9744997,10.99059963,,,,10.23989964,,,,,12.11870003,11.68999958,10.84179974,9.595100403,9.207500458,8.865699768,7.865600109,7.730500221,6.776599884,6.075399876,6.723199844,7.748600006,8.362500191,8.359000206,10.65450001,12.14869976,12.68280029,11.89599991,11.6882,11.2105999,
Jamaica,JAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,17.57999992,,,23.18000031,22.11000061,20.5,19.64999962,21.80999947,,23.71999931,,35.50999832,25,26.70000076,,,33.38999939,,,23.03000069,,15.72000027,15.73999977,15.75,16.31999969,15.34000015,16.22999954,16.01000023,16.35000038,15.5,15.73999977,15.53909969,14.93000031,14.19050026,11.73999977,11.43999958,11.26319981,10.32479954,9.745300293,10.32999992,11.36229992,12.36590004,12.69999981,13.93019962,15.25059986,13.73999977,13.51130009,13.19180012,11.6552,9.092900276
Jordan,JOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,6.599999905,,,13.30000019,14.80000019,,,,,,19.70000076,,14.60000038,13.69999981,,,,13.69999981,14.69999981,15.30000019,14.5,,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07499981,15.27499962,,
Japan,JPN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.700000048,1.399999976,1.299999952,1.299999952,1.100000024,1.200000048,1.299999952,1.299999952,1.200000048,1.100000024,1.100000024,1.200000048,1.399999976,1.299999952,1.399999976,1.899999976,2,2,2.200000048,2.099999905,2,2.200000048,2.400000095,2.599999905,2.700000048,2.599999905,2.799999952,2.799999952,2.5,2.299999952,2.099999905,2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.699999809,5,5.400000095,5.300000191,4.699999809,4.400000095,4.099999905,3.900000095,4,5.099999905,5.099999905,4.520999908,4.300000191,4,3.599999905,3.400000095,3.099999905,2.799999952,2.400000095
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050000001,0.400000006,,,,,,,,,,,,,,,,,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.059999943,4.929999828,4.960000038,4.900000095,
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.600000381,,,,,,,,,
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.539999962,7.840000153,12.55000019,9.920000076,8.529999733,8.109999657,8.270000458,8.100000381,8.220000267,8.409999847,8.640000343,8.529999733,8.430000305,,8.050000191,7.559999943,7.210000038,6.889999866,
Cambodia,KHM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839999974,,,,2.764300108,2.0552001,,,,,,1.257099986,,0.578599989,0.770600021,0.577400029,,0.4375,0.691699982,0.393099993,0.716199994,,
Kiribati,KIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.64999962,,,,,30.57999992,,,,,9.334500313,,,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,9.829999924,,,,,,,,,,,5.139999866,,,,,,,,,,5.119999886,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,4.860000134,4.510000229,4.570000172,4.590000153,4.039999962,4.150000095,4.179999828,3.807600021,3.805700064,3.167299986,3.812000036,5.196000099,4.506999969,4.362999916,4.06799984,3.801000118,3.98300004,3.809999943,3.088000059,2.519000053,2.569000006,2.453999996,2.407000065,2.513000011,2.878000021,2.476000071,2.062999964,2.048000097,2.60800004,6.962999821,6.342000008,4.400000095,4,3.299999952,3.599999905,3.700000048,3.700000048,3.5,3.200000048,3.200000048,3.599999905,3.700000048,3.400000095,3.200000048,3.099999905,3.5,3.599999905,3.700000048,3.700000048,
Kuwait,KWT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,1.019999981,,,,,1.909999967,,,,,0.800000012,0.699999988,,,,,,,,,,,,,1.5,1.75,1.639999986,1.820000052,,,,2.900000095,2.200000048,2.160000086,,
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.237595147,5.960334261,,8.081475959,8.44067542,8.06681066,8.782112753,9.477537108,,8.808248328,9.696104673,9.220479243,8.215873975,8.164365043,7.004341038,7.17468453,6.474904616,7.538348934,,6.476611278,,,,,8.395751973,8.739241112,8.671523487
Lao PDR,LAO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.599999905,,,,,,,,,,1.350000024,,,,,0.708299994,,,,,,,9.406000137,
Lebanon,LBN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.619999886,,,,,,,7.849999905,,,8.979999542,,6.354991913,,,,,,,,,
Liberia,LBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26609993,,19.51939964,,10.69849968,2.078900099,3.080600023,,
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.03000069,,,,,,
St. Lucia,LCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79999924,,,,,,,,,,22.18000031,20.96999931,18.70000076,16,14,12.72000027,15.36999989,,18.86000061,19.05999947,22.20999908,,24.08959961,21.26269913,,
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.389092356,6.058057307,,8.063708407,8.509188225,8.125361598,8.845798108,9.569482842,,8.960643882,9.804058419,9.309997503,8.346655682,8.245006698,7.051432945,7.224273504,6.574914462,7.534012979,,6.445978607,,,,,8.286973367,8.638617267,8.615799094
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150000006,0.519999981,0.75999999,1.360000014,1.019999981,0.899999976,1.600000024,1.340000033,1.779999971,1.779999971,1.269999981,1.120000005,1.450000048,2.109999895,2.400000095,2.660000086,2.460000038,2.00999999,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89999962,14.66139984,,,13.02999973,12.27000046,11.35000038,10.60000038,9.170000076,8.880000114,7.739999771,7.900000095,8.760000229,8.220000267,8.380000114,7.670000076,6.5,5.96999979,5.21999979,5.849999905,4.78399992,4.1177001,3.880000114,4.24119997,4.193699837,4.518799782,4.242499828,,
Lower middle income,LMC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.571055656,,,,,4.733561895,,,,,3.489343541,,3.758658837,,,,,,
Low & middle income,LMY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90893404,,,,,,4.849801377,,,,,5.320281997,,,,,4.606317539,,4.607683712,,,,,,
Lesotho,LSO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,37.93999863,,27.27000046,,,,,,,,,35.45999908,,,,,24.57999992,,,,,
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.888582893,2.850177877,3.436610985,3.571962068,3.863411148,4.363384593,4.365226857,4.657082615,4.889059242,5.137052376,4.546208392,5.140957599,5.099086484,5.568569338,5.417091957,5.471670373,5.051917262,4.929114673,4.940452459,5.225770355,4.694267162,4.766198341,4.496741895,4.455905067,4.36215602,,,5.018791847,
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.32999992,17.54000092,16.39999962,14.13000011,13.71100044,13.38759995,15.93109989,16.83959961,13.00800037,12.87450027,10.6843996,8.32460022,5.780399799,4.25,5.825900078,13.78499985,17.81410027,15.39039993,13.36480045,11.76990032,10.69810009,9.119999886,7.862100124,7.073200226,
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,3.19810009,2.628099918,2.956099987,2.639100075,2.46510005,1.998299956,1.58829999,1.607200027,1.48239994,2.029099941,2.329999924,3.479500055,2.917900085,3.286200047,2.527199984,2.763099909,2.389800072,2.345299959,1.804999948,2.620899916,3.674999952,5.113299847,4.488200188,4.730700016,4.065199852,5.060100079,5.122399807,4.360799789,4.901500225,5.140100002,5.847599983,5.852399826,6.668600082,6.290699959,5.52159977,
